"Date";"close_price";"Signal"
"2015-09-28";2590.35;"HOLD"
"2015-09-29";2590.2;"HOLD"
"2015-09-30";2587.7;"HOLD"
"2015-10-01";2639.7;"HOLD"
"2015-10-05";2713.45;"HOLD"
"2015-10-06";2695.7;"HOLD"
"2015-10-07";2655.1;"HOLD"
"2015-10-08";2634.75;"HOLD"
"2015-10-09";2629.85;"HOLD"
"2015-10-12";2592.4;"HOLD"
"2015-10-13";2597.4;"BUY"
"2015-10-14";2483.4;"SELL"
"2015-10-15";2468.65;"HOLD"
"2015-10-16";2475.95;"HOLD"
"2015-10-19";2486.85;"HOLD"
"2015-10-20";2526.7;"HOLD"
"2015-10-21";2525.5;"HOLD"
"2015-10-23";2536.2;"HOLD"
"2015-10-26";2535.2;"HOLD"
"2015-10-27";2529.8;"HOLD"
"2015-10-28";2524.65;"HOLD"
"2015-10-29";2496.15;"HOLD"
"2015-10-30";2497.3;"HOLD"
"2015-11-02";2511.2;"HOLD"
"2015-11-03";2542.6;"HOLD"
"2015-11-04";2529.45;"HOLD"
"2015-11-05";2490.75;"HOLD"
"2015-11-06";2505.75;"HOLD"
"2015-11-09";2475.05;"HOLD"
"2015-11-10";2461.7;"HOLD"
"2015-11-11";2470.55;"HOLD"
"2015-11-13";2397.3;"HOLD"
"2015-11-16";2374.9;"HOLD"
"2015-11-17";2390.5;"HOLD"
"2015-11-18";2351.9;"HOLD"
"2015-11-19";2363.2;"HOLD"
"2015-11-20";2395.55;"HOLD"
"2015-11-23";2391.7;"HOLD"
"2015-11-24";2370.1;"HOLD"
"2015-11-26";2345.15;"HOLD"
"2015-11-27";2352.65;"HOLD"
"2015-11-30";2365.25;"HOLD"
"2015-12-01";2362.15;"HOLD"
"2015-12-02";2365.25;"HOLD"
"2015-12-03";2350.85;"HOLD"
"2015-12-04";2330.15;"HOLD"
"2015-12-07";2324.1;"HOLD"
"2015-12-08";2329.5;"HOLD"
"2015-12-10";2380.75;"HOLD"
"2015-12-11";2387.25;"HOLD"
"2015-12-14";2377.45;"HOLD"
"2015-12-15";2375.2;"HOLD"
"2015-12-16";2407.1;"HOLD"
"2015-12-17";2440.35;"HOLD"
"2015-12-18";2416.45;"HOLD"
"2015-12-21";2440.95;"HOLD"
"2015-12-22";2405.95;"HOLD"
"2015-12-23";2420.4;"HOLD"
"2015-12-24";2433.35;"HOLD"
"2015-12-28";2458.5;"HOLD"
"2015-12-29";2451.95;"HOLD"
"2015-12-30";2418.4;"HOLD"
"2015-12-31";2439.2;"HOLD"
"2016-01-01";2416.25;"HOLD"
"2016-01-04";2375.5;"HOLD"
"2016-01-05";2350.35;"HOLD"
"2016-01-06";2381.2;"HOLD"
"2016-01-07";2370.05;"HOLD"
"2016-01-08";2397.25;"HOLD"
"2016-01-11";2363.0;"HOLD"
"2016-01-12";2324.05;"HOLD"
"2016-01-13";2280.3;"HOLD"
"2016-01-14";2278.95;"HOLD"
"2016-01-15";2263.5;"HOLD"
"2016-01-18";2282.45;"HOLD"
"2016-01-19";2279.0;"HOLD"
"2016-01-20";2277.6;"HOLD"
"2016-01-21";2261.2;"HOLD"
"2016-01-22";2295.25;"HOLD"
"2016-01-25";2305.95;"HOLD"
"2016-01-27";2319.6;"HOLD"
"2016-01-28";2330.9;"HOLD"
"2016-01-29";2391.2;"HOLD"
"2016-02-01";2402.2;"HOLD"
"2016-02-02";2401.5;"HOLD"
"2016-02-03";2417.05;"HOLD"
"2016-02-04";2417.45;"HOLD"
"2016-02-05";2425.85;"HOLD"
"2016-02-08";2368.5;"HOLD"
"2016-02-09";2281.45;"HOLD"
"2016-02-10";2270.05;"HOLD"
"2016-02-11";2196.05;"HOLD"
"2016-02-12";2226.5;"HOLD"
"2016-02-15";2269.55;"HOLD"
"2016-02-16";2267.75;"HOLD"
"2016-02-17";2278.0;"HOLD"
"2016-02-18";2315.3;"HOLD"
"2016-02-19";2320.2;"HOLD"
"2016-02-22";2314.2;"HOLD"
"2016-02-23";2265.1;"HOLD"
"2016-02-24";2218.65;"HOLD"
"2016-02-25";2212.25;"HOLD"
"2016-02-26";2214.7;"HOLD"
"2016-02-29";2181.9;"HOLD"
"2016-03-01";2275.0;"HOLD"
"2016-03-02";2319.55;"HOLD"
"2016-03-03";2377.3;"HOLD"
"2016-03-04";2359.05;"HOLD"
"2016-03-08";2354.4;"HOLD"
"2016-03-09";2356.2;"HOLD"
"2016-03-10";2348.0;"HOLD"
"2016-03-11";2366.0;"HOLD"
"2016-03-14";2352.0;"HOLD"
"2016-03-15";2329.65;"HOLD"
"2016-03-16";2327.35;"HOLD"
"2016-03-17";2351.75;"HOLD"
"2016-03-18";2427.25;"HOLD"
"2016-03-21";2443.65;"BUY"
"2016-03-22";2474.05;"HOLD"
"2016-03-23";2474.7;"HOLD"
"2016-03-28";2473.55;"HOLD"
"2016-03-29";2467.85;"HOLD"
"2016-03-30";2488.35;"HOLD"
"2016-03-31";2516.05;"HOLD"
"2016-04-01";2455.4;"HOLD"
"2016-04-04";2470.7;"HOLD"
"2016-04-05";2462.65;"HOLD"
"2016-04-06";2478.9;"HOLD"
"2016-04-07";2470.95;"HOLD"
"2016-04-08";2428.7;"HOLD"
"2016-04-11";2506.65;"HOLD"
"2016-04-12";2512.5;"HOLD"
"2016-04-13";2523.15;"HOLD"
"2016-04-18";2522.4;"HOLD"
"2016-04-20";2451.9;"HOLD"
"2016-04-21";2423.2;"HOLD"
"2016-04-22";2417.2;"HOLD"
"2016-04-25";2448.3;"HOLD"
"2016-04-26";2488.0;"HOLD"
"2016-04-27";2505.55;"HOLD"
"2016-04-28";2526.95;"HOLD"
"2016-04-29";2530.05;"HOLD"
"2016-05-02";2525.15;"HOLD"
"2016-05-03";2480.25;"HOLD"
"2016-05-04";2478.25;"HOLD"
"2016-05-05";2474.0;"HOLD"
"2016-05-06";2472.15;"HOLD"
"2016-05-09";2515.35;"HOLD"
"2016-05-10";2523.6;"HOLD"
"2016-05-11";2517.75;"HOLD"
"2016-05-12";2567.05;"HOLD"
"2016-05-13";2523.4;"HOLD"
"2016-05-16";2553.8;"HOLD"
"2016-05-17";2570.2;"HOLD"
"2016-05-18";2550.45;"HOLD"
"2016-05-19";2555.55;"HOLD"
"2016-05-20";2532.05;"HOLD"
"2016-05-23";2491.7;"HOLD"
"2016-05-24";2467.5;"HOLD"
"2016-05-25";2526.7;"HOLD"
"2016-05-26";2552.8;"HOLD"
"2016-05-27";2572.05;"HOLD"
"2016-05-30";2635.35;"HOLD"
"2016-05-31";2575.1;"HOLD"
"2016-06-01";2631.85;"HOLD"
"2016-06-02";2646.9;"HOLD"
"2016-06-03";2630.85;"HOLD"
"2016-06-06";2611.35;"HOLD"
"2016-06-07";2631.45;"HOLD"
"2016-06-08";2611.1;"HOLD"
"2016-06-09";2577.5;"HOLD"
"2016-06-10";2560.95;"HOLD"
"2016-06-13";2551.95;"HOLD"
"2016-06-14";2534.7;"HOLD"
"2016-06-15";2555.7;"HOLD"
"2016-06-16";2557.1;"HOLD"
"2016-06-17";2603.5;"HOLD"
"2016-06-20";2655.7;"HOLD"
"2016-06-21";2647.3;"HOLD"
"2016-06-22";2665.5;"HOLD"
"2016-06-23";2644.3;"HOLD"
"2016-06-24";2570.7;"HOLD"
"2016-06-27";2495.35;"HOLD"
"2016-06-28";2461.8;"HOLD"
"2016-06-29";2499.6;"HOLD"
"2016-06-30";2550.8;"HOLD"
"2016-07-01";2501.8;"HOLD"
"2016-07-04";2494.8;"HOLD"
"2016-07-05";2482.7;"HOLD"
"2016-07-07";2429.05;"HOLD"
"2016-07-08";2425.5;"SELL"
"2016-07-11";2463.65;"HOLD"
"2016-07-12";2461.5;"HOLD"
"2016-07-13";2491.4;"HOLD"
"2016-07-14";2520.3;"HOLD"
"2016-07-15";2441.9;"HOLD"
"2016-07-18";2433.5;"HOLD"
"2016-07-19";2461.55;"HOLD"
"2016-07-20";2493.25;"HOLD"
"2016-07-21";2501.25;"HOLD"
"2016-07-22";2509.15;"HOLD"
"2016-07-25";2551.55;"HOLD"
"2016-07-26";2548.3;"HOLD"
"2016-07-27";2576.1;"HOLD"
"2016-07-28";2615.55;"HOLD"
"2016-07-29";2618.55;"HOLD"
"2016-08-01";2698.0;"HOLD"
"2016-08-02";2692.1;"HOLD"
"2016-08-03";2656.25;"HOLD"
"2016-08-04";2652.65;"HOLD"
"2016-08-05";2648.9;"HOLD"
"2016-08-08";2651.9;"HOLD"
"2016-08-09";2650.55;"BUY"
"2016-08-10";2673.9;"HOLD"
"2016-08-11";2704.3;"HOLD"
"2016-08-12";2732.35;"HOLD"
"2016-08-16";2691.45;"HOLD"
"2016-08-17";2623.9;"HOLD"
"2016-08-18";2636.7;"HOLD"
"2016-08-19";2603.95;"HOLD"
"2016-08-22";2551.45;"HOLD"
"2016-08-23";2603.2;"HOLD"
"2016-08-24";2571.9;"HOLD"
"2016-08-25";2550.1;"HOLD"
"2016-08-26";2529.15;"HOLD"
"2016-08-29";2501.6;"HOLD"
"2016-08-30";2548.7;"HOLD"
"2016-08-31";2512.55;"HOLD"
"2016-09-01";2507.6;"HOLD"
"2016-09-02";2513.5;"HOLD"
"2016-09-06";2484.05;"HOLD"
"2016-09-07";2447.0;"HOLD"
"2016-09-08";2321.15;"HOLD"
"2016-09-09";2352.5;"HOLD"
"2016-09-12";2359.1;"SELL"
"2016-09-14";2328.55;"HOLD"
"2016-09-15";2328.05;"HOLD"
"2016-09-16";2361.15;"HOLD"
"2016-09-19";2407.35;"HOLD"
"2016-09-20";2411.1;"HOLD"
"2016-09-21";2413.5;"HOLD"
"2016-09-22";2377.65;"HOLD"
"2016-09-23";2397.3;"HOLD"
"2016-09-26";2400.85;"HOLD"
"2016-09-27";2430.7;"HOLD"
"2016-09-28";2423.45;"HOLD"
"2016-09-29";2434.6;"HOLD"
"2016-09-30";2427.2;"HOLD"
"2016-10-03";2411.8;"HOLD"
"2016-10-04";2401.1;"HOLD"
"2016-10-05";2382.55;"HOLD"
"2016-10-06";2384.25;"HOLD"
"2016-10-07";2368.25;"HOLD"
"2016-10-10";2380.1;"HOLD"
"2016-10-13";2328.5;"HOLD"
"2016-10-14";2365.9;"HOLD"
"2016-10-17";2362.9;"HOLD"
"2016-10-18";2398.3;"HOLD"
"2016-10-19";2394.2;"HOLD"
"2016-10-20";2399.85;"HOLD"
"2016-10-21";2428.7;"HOLD"
"2016-10-24";2427.85;"HOLD"
"2016-10-25";2398.65;"HOLD"
"2016-10-26";2396.95;"HOLD"
"2016-10-27";2413.25;"HOLD"
"2016-10-28";2399.25;"HOLD"
"2016-10-30";2394.6;"HOLD"
"2016-11-01";2347.7;"HOLD"
"2016-11-02";2304.45;"HOLD"
"2016-11-03";2319.95;"HOLD"
"2016-11-04";2330.1;"HOLD"
"2016-11-07";2279.35;"HOLD"
"2016-11-08";2283.7;"HOLD"
"2016-11-09";2171.05;"HOLD"
"2016-11-10";2158.05;"HOLD"
"2016-11-11";2105.05;"HOLD"
"2016-11-15";2122.1;"HOLD"
"2016-11-16";2190.25;"HOLD"
"2016-11-17";2142.15;"HOLD"
"2016-11-18";2123.15;"HOLD"
"2016-11-21";2132.55;"HOLD"
"2016-11-22";2134.3;"HOLD"
"2016-11-23";2156.7;"HOLD"
"2016-11-24";2186.5;"HOLD"
"2016-11-25";2300.85;"HOLD"
"2016-11-28";2277.3;"HOLD"
"2016-11-29";2258.4;"HOLD"
"2016-11-30";2276.75;"HOLD"
"2016-12-01";2266.45;"HOLD"
"2016-12-02";2223.9;"HOLD"
"2016-12-05";2186.45;"HOLD"
"2016-12-06";2190.45;"HOLD"
"2016-12-07";2158.2;"HOLD"
"2016-12-08";2196.9;"HOLD"
"2016-12-09";2193.45;"HOLD"
"2016-12-12";2206.25;"HOLD"
"2016-12-13";2200.85;"HOLD"
"2016-12-14";2207.9;"HOLD"
"2016-12-15";2259.5;"HOLD"
"2016-12-16";2281.75;"HOLD"
"2016-12-19";2287.5;"HOLD"
"2016-12-20";2337.75;"HOLD"
"2016-12-21";2312.75;"HOLD"
"2016-12-22";2309.85;"HOLD"
"2016-12-23";2290.2;"HOLD"
"2016-12-26";2292.1;"HOLD"
"2016-12-27";2321.85;"HOLD"
"2016-12-28";2315.8;"HOLD"
"2016-12-29";2350.75;"HOLD"
"2016-12-30";2361.95;"HOLD"
"2017-01-02";2359.05;"BUY"
"2017-01-03";2368.5;"HOLD"
"2017-01-04";2378.55;"HOLD"
"2017-01-05";2334.55;"HOLD"
"2017-01-06";2283.6;"HOLD"
"2017-01-09";2303.75;"HOLD"
"2017-01-10";2315.45;"HOLD"
"2017-01-11";2323.05;"HOLD"
"2017-01-12";2343.3;"HOLD"
"2017-01-13";2252.0;"HOLD"
"2017-01-16";2258.55;"HOLD"
"2017-01-17";2277.65;"HOLD"
"2017-01-18";2295.0;"HOLD"
"2017-01-19";2290.3;"HOLD"
"2017-01-20";2287.45;"HOLD"
"2017-01-23";2305.7;"HOLD"
"2017-01-24";2318.0;"HOLD"
"2017-01-25";2352.7;"HOLD"
"2017-01-27";2358.05;"HOLD"
"2017-01-30";2334.2;"HOLD"
"2017-01-31";2229.9;"HOLD"
"2017-02-01";2169.45;"HOLD"
"2017-02-02";2205.8;"HOLD"
"2017-02-03";2233.75;"HOLD"
"2017-02-06";2240.55;"HOLD"
"2017-02-07";2244.8;"HOLD"
"2017-02-08";2262.65;"HOLD"
"2017-02-09";2324.25;"SELL"
"2017-02-10";2396.7;"HOLD"
"2017-02-13";2410.3;"BUY"
"2017-02-14";2402.95;"HOLD"
"2017-02-15";2415.7;"HOLD"
"2017-02-16";2446.9;"HOLD"
"2017-02-17";2408.15;"HOLD"
"2017-02-20";2506.5;"HOLD"
"2017-02-21";2464.3;"HOLD"
"2017-02-22";2409.55;"HOLD"
"2017-02-23";2481.65;"HOLD"
"2017-02-27";2488.9;"HOLD"
"2017-02-28";2466.5;"HOLD"
"2017-03-01";2480.05;"HOLD"
"2017-03-02";2501.15;"HOLD"
"2017-03-03";2492.35;"HOLD"
"2017-03-06";2470.65;"HOLD"
"2017-03-07";2500.7;"HOLD"
"2017-03-08";2513.9;"HOLD"
"2017-03-09";2519.55;"HOLD"
"2017-03-10";2541.8;"HOLD"
"2017-03-14";2562.35;"HOLD"
"2017-03-15";2500.3;"HOLD"
"2017-03-16";2518.95;"HOLD"
"2017-03-17";2526.85;"HOLD"
"2017-03-20";2480.8;"HOLD"
"2017-03-21";2486.15;"HOLD"
"2017-03-22";2479.1;"HOLD"
"2017-03-23";2458.9;"HOLD"
"2017-03-24";2426.75;"HOLD"
"2017-03-27";2412.1;"HOLD"
"2017-03-28";2429.85;"HOLD"
"2017-03-29";2443.75;"HOLD"
"2017-03-30";2443.75;"HOLD"
"2017-03-31";2431.1;"HOLD"
"2017-04-03";2413.3;"HOLD"
"2017-04-05";2402.85;"HOLD"
"2017-04-06";2399.75;"HOLD"
"2017-04-07";2427.1;"HOLD"
"2017-04-10";2421.15;"HOLD"
"2017-04-11";2420.8;"HOLD"
"2017-04-12";2394.2;"HOLD"
"2017-04-13";2327.85;"HOLD"
"2017-04-17";2320.85;"HOLD"
"2017-04-18";2308.65;"SELL"
"2017-04-19";2301.75;"HOLD"
"2017-04-20";2328.35;"HOLD"
"2017-04-21";2311.2;"HOLD"
"2017-04-24";2329.1;"HOLD"
"2017-04-25";2311.3;"HOLD"
"2017-04-26";2310.45;"HOLD"
"2017-04-27";2301.4;"HOLD"
"2017-04-28";2272.1;"HOLD"
"2017-05-02";2291.95;"HOLD"
"2017-05-03";2337.4;"HOLD"
"2017-05-04";2327.1;"HOLD"
"2017-05-05";2319.95;"HOLD"
"2017-05-08";2341.9;"HOLD"
"2017-05-09";2352.75;"HOLD"
"2017-05-10";2332.5;"HOLD"
"2017-05-11";2351.25;"HOLD"
"2017-05-12";2359.5;"HOLD"
"2017-05-15";2364.4;"HOLD"
"2017-05-16";2427.25;"HOLD"
"2017-05-17";2451.35;"HOLD"
"2017-05-18";2534.1;"HOLD"
"2017-05-19";2506.8;"HOLD"
"2017-05-22";2529.3;"HOLD"
"2017-05-23";2520.45;"HOLD"
"2017-05-24";2557.8;"HOLD"
"2017-05-25";2619.95;"HOLD"
"2017-05-26";2579.3;"BUY"
"2017-05-29";2571.5;"HOLD"
"2017-05-30";2551.7;"HOLD"
"2017-05-31";2544.35;"HOLD"
"2017-06-01";2550.85;"HOLD"
"2017-06-02";2561.85;"HOLD"
"2017-06-05";2601.05;"HOLD"
"2017-06-06";2695.4;"HOLD"
"2017-06-07";2615.35;"HOLD"
"2017-06-08";2521.5;"HOLD"
"2017-06-09";2510.25;"HOLD"
"2017-06-12";2489.9;"HOLD"
"2017-06-13";2453.4;"HOLD"
"2017-06-14";2470.8;"HOLD"
"2017-06-15";2411.1;"HOLD"
"2017-06-16";2397.45;"HOLD"
"2017-06-19";2431.9;"HOLD"
"2017-06-20";2441.5;"HOLD"
"2017-06-21";2406.05;"HOLD"
"2017-06-22";2395.75;"HOLD"
"2017-06-23";2360.65;"HOLD"
"2017-06-27";2345.9;"HOLD"
"2017-06-28";2351.2;"HOLD"
"2017-06-29";2334.65;"HOLD"
"2017-06-30";2364.35;"HOLD"
"2017-07-03";2373.4;"HOLD"
"2017-07-04";2364.0;"HOLD"
"2017-07-05";2357.75;"SELL"
"2017-07-06";2344.8;"HOLD"
"2017-07-07";2332.2;"HOLD"
"2017-07-10";2440.85;"HOLD"
"2017-07-11";2471.9;"HOLD"
"2017-07-12";2439.1;"HOLD"
"2017-07-13";2444.05;"HOLD"
"2017-07-14";2398.8;"HOLD"
"2017-07-17";2395.7;"HOLD"
"2017-07-18";2405.25;"HOLD"
"2017-07-19";2450.45;"HOLD"
"2017-07-20";2445.2;"HOLD"
"2017-07-21";2490.9;"HOLD"
"2017-07-24";2532.65;"HOLD"
"2017-07-25";2570.65;"HOLD"
"2017-07-26";2554.8;"HOLD"
"2017-07-27";2484.35;"HOLD"
"2017-07-28";2482.75;"HOLD"
"2017-07-31";2494.05;"HOLD"
"2017-08-01";2499.95;"HOLD"
"2017-08-02";2467.35;"HOLD"
"2017-08-03";2489.55;"HOLD"
"2017-08-04";2522.75;"BUY"
"2017-08-07";2504.6;"HOLD"
"2017-08-08";2497.8;"HOLD"
"2017-08-09";2501.95;"HOLD"
"2017-08-10";2511.25;"HOLD"
"2017-08-11";2494.0;"HOLD"
"2017-08-14";2469.15;"HOLD"
"2017-08-16";2491.05;"HOLD"
"2017-08-17";2480.15;"HOLD"
"2017-08-18";2512.85;"HOLD"
"2017-08-21";2521.4;"HOLD"
"2017-08-22";2496.05;"HOLD"
"2017-08-23";2493.0;"HOLD"
"2017-08-24";2495.3;"HOLD"
"2017-08-28";2485.85;"HOLD"
"2017-08-29";2474.95;"HOLD"
"2017-08-30";2486.75;"HOLD"
"2017-08-31";2496.75;"HOLD"
"2017-09-01";2463.2;"HOLD"
"2017-09-04";2457.8;"HOLD"
"2017-09-05";2477.65;"HOLD"
"2017-09-06";2456.45;"HOLD"
"2017-09-07";2458.95;"HOLD"
"2017-09-08";2470.15;"HOLD"
"2017-09-11";2463.55;"HOLD"
"2017-09-12";2486.8;"HOLD"
"2017-09-13";2488.1;"HOLD"
"2017-09-14";2485.05;"HOLD"
"2017-09-15";2498.55;"HOLD"
"2017-09-18";2499.05;"HOLD"
"2017-09-19";2498.3;"SELL"
"2017-09-20";2492.4;"HOLD"
"2017-09-21";2525.85;"HOLD"
"2017-09-22";2502.35;"HOLD"
"2017-09-25";2508.2;"HOLD"
"2017-09-26";2474.9;"HOLD"
"2017-09-27";2490.15;"HOLD"
"2017-09-28";2478.45;"HOLD"
"2017-09-29";2437.0;"HOLD"
"2017-10-03";2447.05;"HOLD"
"2017-10-04";2442.55;"HOLD"
"2017-10-05";2430.15;"HOLD"
"2017-10-06";2445.15;"HOLD"
"2017-10-09";2452.55;"HOLD"
"2017-10-10";2459.55;"HOLD"
"2017-10-11";2500.5;"HOLD"
"2017-10-12";2548.55;"HOLD"
"2017-10-13";2556.75;"HOLD"
"2017-10-16";2585.1;"BUY"
"2017-10-17";2594.85;"HOLD"
"2017-10-18";2589.05;"HOLD"
"2017-10-19";2580.95;"HOLD"
"2017-10-23";2585.95;"HOLD"
"2017-10-24";2580.6;"HOLD"
"2017-10-25";2561.75;"HOLD"
"2017-10-26";2543.0;"HOLD"
"2017-10-27";2579.2;"HOLD"
"2017-10-30";2613.0;"HOLD"
"2017-10-31";2616.3;"HOLD"
"2017-11-01";2602.5;"HOLD"
"2017-11-02";2625.8;"HOLD"
"2017-11-03";2612.7;"HOLD"
"2017-11-06";2667.0;"HOLD"
"2017-11-07";2708.35;"HOLD"
"2017-11-08";2730.45;"HOLD"
"2017-11-09";2733.85;"HOLD"
"2017-11-10";2703.3;"HOLD"
"2017-11-13";2758.9;"HOLD"
"2017-11-14";2716.75;"HOLD"
"2017-11-15";2706.15;"HOLD"
"2017-11-16";2746.6;"HOLD"
"2017-11-17";2710.1;"HOLD"
"2017-11-20";2704.65;"HOLD"
"2017-11-21";2676.65;"HOLD"
"2017-11-22";2683.2;"HOLD"
"2017-11-23";2682.75;"HOLD"
"2017-11-24";2688.75;"HOLD"
"2017-11-27";2687.05;"HOLD"
"2017-11-28";2684.9;"HOLD"
"2017-11-29";2658.55;"HOLD"
"2017-11-30";2634.25;"HOLD"
"2017-12-01";2630.55;"HOLD"
"2017-12-04";2633.35;"HOLD"
"2017-12-05";2633.8;"HOLD"
"2017-12-06";2631.45;"HOLD"
"2017-12-07";2617.65;"HOLD"
"2017-12-08";2601.0;"HOLD"
"2017-12-11";2656.0;"HOLD"
"2017-12-12";2614.15;"HOLD"
"2017-12-13";2627.3;"HOLD"
"2017-12-14";2558.55;"HOLD"
"2017-12-15";2547.85;"HOLD"
"2017-12-18";2577.0;"HOLD"
"2017-12-19";2575.05;"HOLD"
"2017-12-20";2588.0;"SELL"
"2017-12-21";2594.1;"HOLD"
"2017-12-22";2639.8;"HOLD"
"2017-12-26";2642.8;"HOLD"
"2017-12-27";2621.05;"HOLD"
"2017-12-28";2628.85;"HOLD"
"2017-12-29";2700.4;"HOLD"
"2018-01-01";2654.65;"HOLD"
"2018-01-02";2633.75;"HOLD"
"2018-01-03";2635.2;"HOLD"
"2018-01-04";2649.8;"HOLD"
"2018-01-05";2684.45;"HOLD"
"2018-01-08";2707.75;"HOLD"
